0,3,0,0,0
1,290,0,0,0
2,1,2,120,2
3,5,0,0,0
4,2,0,0,0
5,7,0,0,0
6,4,0,0,0
7,9,0,0,0
7,10,5,300,2
7,11,6,360,2
7,12,6,360,2
7,13,6,360,2
8,6,0,0,0
9,15,0,0,0
10,167,0,0,0
11,767,0,0,0
12,771,0,0,0
14,8,0,0,0
14,10,5,300,2
14,11,6,360,2
14,12,6,360,2
14,13,6,360,2
15,17,0,0,0
15,18,5,300,2
15,19,5,300,2
16,14,0,0,0
17,21,0,0,0
17,22,10,600,2
17,23,10,600,2
17,24,3,180,2
17,25,3,180,2
17,26,3,180,2
17,27,3,180,2
18,173,10,600,2
18,174,4,240,2
18,175,4,240,2
18,176,0,0,0
18,177,10,600,2
19,250,0,0,0
20,16,0,0,0
20,18,5,300,2
20,19,5,300,2
21,29,0,0,0
22,172,10,600,2
22,174,10,600,2
22,175,10,600,2
22,176,10,600,2
22,177,0,0,0
23,388,4,240,2
23,389,4,240,2
23,390,0,0,0
24,578,0,0,0
24,580,3,180,2
24,581,3,180,2
24,582,3,180,2
24,583,3,180,2
25,579,0,0,0
25,580,3,180,2
25,581,3,180,2
25,582,3,180,2
25,583,3,180,2
26,643,0,0,0
27,644,0,0,0
28,20,0,0,0
28,22,10,600,2
28,23,10,600,2
28,24,3,180,2
28,25,3,180,2
28,26,3,180,2
28,27,3,180,2
29,31,0,0,0
29,32,6,360,2
29,33,6,360,2
30,28,0,0,0
31,35,0,0,0
31,36,10,600,2
31,37,10,600,2
31,38,10,600,2
31,39,10,600,2
32,110,5,300,2
32,111,5,300,2
32,112,0,0,0
33,387,4,240,2
33,389,0,0,0
33,390,4,240,2
34,30,0,0,0
34,32,6,360,2
34,33,6,360,2
35,41,0,0,0
36,570,0,0,0
37,571,0,0,0
38,574,0,0,0
39,575,0,0,0
40,34,0,0,0
40,36,10,600,2
40,37,10,600,2
40,38,10,600,2
40,39,10,600,2
41,43,0,0,0
41,44,8,480,2
41,45,8,480,2
41,46,3,180,2
41,47,3,180,2
42,40,0,0,0
43,49,0,0,0
44,114,0,0,0
45,116,0,0,0
45,117,5,300,2
45,118,5,300,2
45,119,5,300,2
45,120,5,300,2
46,453,0,0,0
47,455,0,0,0
47,456,3,180,2
48,42,0,0,0
48,44,8,480,2
48,45,8,480,2
48,46,3,180,2
48,47,3,180,2
49,51,0,0,0
50,48,0,0,0
51,53,0,0,0
51,54,10,600,2
51,55,10,600,2
51,56,10,600,2
51,57,10,600,2
52,50,0,0,0
53,59,0,0,0
54,212,0,0,0
55,213,0,0,0
56,216,0,0,0
56,217,1,60,2
57,216,1,60,2
57,217,0,0,0
58,52,0,0,0
58,54,10,600,2
58,55,10,600,2
58,56,10,600,2
58,57,10,600,2
59,61,0,0,0
60,58,0,0,0
61,63,0,0,0
62,60,0,0,0
63,65,0,0,0
64,62,0,0,0
65,67,0,0,0
66,64,0,0,0
67,69,0,0,0
68,66,0,0,0
69,71,0,0,0
70,68,0,0,0
71,73,0,0,0
72,70,0,0,0
73,75,0,0,0
74,72,0,0,0
75,77,0,0,0
76,74,0,0,0
77,79,0,0,0
78,76,0,0,0
80,78,0,0,0
81,83,0,0,0
81,84,5,300,2
83,87,0,0,0
83,88,5,300,2
84,87,5,300,2
84,88,0,0,0
85,82,0,0,0
86,82,5,300,2
87,90,0,0,0
88,608,0,0,0
89,85,0,0,0
89,86,5,300,2
89,88,5,300,2
90,92,0,0,0
91,89,0,0,0
92,94,0,0,0
93,91,0,0,0
94,96,0,0,0
95,93,0,0,0
96,98,0,0,0
96,99,8,480,2
96,100,8,480,2
96,101,8,480,2
96,102,8,480,2
97,95,0,0,0
98,104,0,0,0
98,105,6,360,2
98,106,6,360,2
98,107,6,360,2
98,108,6,360,2
99,188,0,0,0
100,189,0,0,0
101,192,0,0,0
101,194,6,360,2
101,195,6,360,2
102,193,0,0,0
102,194,6,360,2
102,195,6,360,2
103,97,0,0,0
103,99,8,480,2
103,100,8,480,2
103,101,8,480,2
103,102,8,480,2
104,109,5,300,2
104,111,0,0,0
104,112,5,300,2
105,576,0,0,0
105,580,3,180,2
105,581,3,180,2
105,582,3,180,2
105,583,3,180,2
106,577,0,0,0
106,580,3,180,2
106,581,3,180,2
106,582,3,180,2
106,583,3,180,2
107,647,3,180,2
107,648,0,0,0
107,650,3,180,2
108,647,3,180,2
108,649,0,0,0
108,650,3,180,2
109,30,6,360,2
109,31,6,360,2
109,33,0,0,0
110,103,0,0,0
110,105,6,360,2
110,106,6,360,2
110,107,6,360,2
110,108,6,360,2
111,113,0,0,0
112,392,0,0,0
113,42,8,480,2
113,43,8,480,2
113,45,0,0,0
113,46,9,540,2
113,47,9,540,2
114,109,5,300,2
114,110,0,0,0
114,112,5,300,2
115,42,8,480,2
115,43,8,480,2
115,44,0,0,0
115,46,9,540,2
115,47,9,540,2
116,122,0,0,0
117,560,3,180,2
117,561,0,0,0
117,563,3,180,2
118,560,3,180,2
118,562,0,0,0
118,563,3,180,2
119,566,0,0,0
120,567,0,0,0
121,115,0,0,0
121,117,5,300,2
121,118,5,300,2
121,119,5,300,2
121,120,5,300,2
122,124,0,0,0
123,121,0,0,0
124,126,0,0,0
124,127,4,240,2
124,128,4,240,2
124,129,2,120,2
124,130,2,120,2
124,131,3,180,2
124,132,3,180,2
125,123,0,0,0
126,134,0,0,0
127,272,0,0,0
128,274,0,0,0
129,340,0,0,0
130,342,0,0,0
132,486,0,0,0
133,125,0,0,0
133,127,4,240,2
133,128,4,240,2
133,129,2,120,2
133,130,2,120,2
133,131,3,180,2
133,132,3,180,2
134,136,0,0,0
135,133,0,0,0
136,138,0,0,0
136,139,10,600,2
136,140,5,300,2
136,141,5,300,2
136,142,3,180,2
137,135,0,0,0
138,144,0,0,0
138,145,0,0,2
139,165,10,600,2
141,370,0,0,0
142,746,0,0,0
143,137,0,0,0
143,139,10,600,2
143,140,5,300,2
143,141,5,300,2
143,142,3,180,2
144,147,0,0,0
145,786,0,0,2
146,143,0,0,0
146,145,0,0,2
147,149,0,0,1
148,146,0,0,0
149,151,0,0,0
150,148,0,0,1
151,153,0,0,0
152,150,0,0,0
153,155,0,0,0
154,152,0,0,0
155,157,0,0,0
156,154,0,0,0
157,159,0,0,0
158,156,0,0,0
159,161,0,0,0
160,158,0,0,0
161,163,0,0,0
162,160,0,0,0
163,164,10,600,2
164,137,10,600,2
164,138,10,600,2
164,140,10,600,2
164,141,10,600,2
164,142,10,600,2
165,162,0,0,0
166,8,5,300,2
166,9,5,300,2
166,11,6,360,2
166,12,6,360,2
166,13,6,360,2
167,169,0,0,0
168,166,0,0,0
169,171,0,0,0
170,168,0,0,0
171,172,4,240,2
171,173,10,600,2
171,175,0,0,0
171,176,4,240,2
171,177,10,600,2
172,16,5,300,2
172,17,5,300,2
172,19,0,0,0
173,20,10,600,2
173,21,10,600,2
173,23,0,0,0
173,24,3,180,2
173,25,3,180,2
173,26,3,180,2
173,27,3,180,2
174,170,0,0,0
175,180,0,0,0
175,182,4,240,2
175,183,4,240,2
175,184,4,240,2
175,185,4,240,2
176,181,0,0,0
176,182,4,240,2
176,183,4,240,2
176,184,4,240,2
176,185,4,240,2
177,496,0,0,0
178,172,4,240,2
178,173,10,600,2
178,174,0,0,0
178,177,10,600,2
179,172,0,0,0
179,173,10,600,2
179,174,4,240,2
179,177,10,600,2
180,186,0,0,0
181,187,0,0,0
182,576,3,180,2
182,577,3,180,2
182,578,3,180,2
182,579,3,180,2
182,582,0,0,0
183,576,3,180,2
183,577,3,180,2
183,578,3,180,2
183,579,3,180,2
183,583,0,0,0
184,586,0,0,0
185,587,0,0,0
186,97,8,480,2
186,98,8,480,2
186,101,0,0,0
187,97,8,480,2
187,98,8,480,2
187,102,0,0,0
188,178,0,0,0
188,182,4,240,2
188,183,4,240,2
188,184,4,240,2
188,185,4,240,2
189,179,0,0,0
189,182,4,240,2
189,183,4,240,2
189,184,4,240,2
189,185,4,240,2
190,97,8,480,2
190,98,8,480,2
190,99,0,0,0
191,97,8,480,2
191,98,8,480,2
191,100,0,0,0
192,198,0,0,0
192,200,5,300,2
192,201,5,300,2
192,202,5,300,2
192,203,5,300,2
193,199,0,0,0
193,200,5,300,2
193,201,5,300,2
193,202,5,300,2
193,203,5,300,2
194,645,3,180,2
194,646,3,180,2
194,648,3,180,2
194,649,3,180,2
194,650,0,0,0
195,742,0,0,0
196,190,0,0,0
196,194,6,360,2
196,195,6,360,2
197,191,0,0,0
197,194,6,360,2
197,195,6,360,2
198,206,0,0,0
198,208,7,420,2
198,209,7,420,2
199,207,0,0,0
199,208,7,420,2
199,209,7,420,2
200,645,0,0,0
200,647,3,180,2
200,650,3,180,2
201,646,0,0,0
201,647,3,180,2
201,650,3,180,2
202,653,0,0,0
203,654,0,0,0
204,196,0,0,0
204,200,5,300,2
204,201,5,300,2
204,202,5,300,2
204,203,5,300,2
205,197,0,0,0
205,200,5,300,2
205,201,5,300,2
205,202,5,300,2
205,203,5,300,2
206,210,0,0,0
207,211,0,0,0
208,394,0,0,0
208,395,3,180,2
209,397,0,0,0
210,52,10,600,2
210,53,10,600,2
210,56,0,0,0
211,52,10,600,2
211,53,10,600,2
211,57,0,0,0
212,204,0,0,0
212,208,7,420,2
212,209,7,420,2
213,205,0,0,0
213,208,7,420,2
213,209,7,420,2
214,52,10,600,2
214,53,10,600,2
214,54,0,0,0
215,52,10,600,2
215,53,10,600,2
215,55,0,0,0
216,219,0,0,0
217,284,0,0,0
217,285,3,180,2
217,286,3,180,2
217,287,3,180,2
217,288,3,180,2
218,214,0,0,0
218,215,1,60,2
218,217,1,60,2
219,221,0,0,0
219,222,8,480,2
219,223,8,480,2
220,218,0,0,0
221,225,0,0,0
222,460,0,0,0
223,462,0,0,0
224,220,0,0,0
224,222,8,480,2
224,223,8,480,2
225,227,0,0,0
226,224,0,0,0
227,229,0,0,0
228,226,0,0,0
229,231,0,0,0
230,228,0,0,0
231,233,0,0,0
232,230,0,0,0
233,235,0,0,0
234,232,0,0,0
235,237,0,0,0
236,234,0,0,0
237,239,0,0,0
238,236,0,0,0
239,241,0,0,0
240,238,0,0,0
241,243,0,0,0
242,240,0,0,0
243,245,0,0,0
244,242,0,0,0
245,247,0,0,0
246,244,0,0,0
248,246,0,0,0
249,16,5,300,2
249,17,5,300,2
249,18,0,0,0
250,252,0,0,0
250,253,2,120,2
250,254,2,120,2
251,249,0,0,0
252,256,0,0,0
253,386,0,0,0
254,387,4,240,2
254,388,0,0,0
254,390,4,240,2
255,251,0,0,0
255,253,2,120,2
255,254,2,120,2
256,258,0,0,0
257,255,0,0,0
258,260,0,0,0
258,261,1,60,2
258,262,1,60,2
259,257,0,0,0
260,264,0,0,0
261,441,0,0,0
262,443,0,0,0
262,444,5,300,2
262,445,5,300,2
263,259,0,0,0
263,261,1,60,2
263,262,1,60,2
264,266,0,0,0
265,263,0,0,0
266,268,0,0,0
266,269,5,300,2
266,270,5,300,2
267,265,0,0,0
268,271,0,0,0
269,341,0,0,0
270,344,0,0,0
271,125,4,240,2
271,126,4,240,2
271,128,0,0,0
271,129,4,240,2
271,130,4,240,2
271,131,4,240,2
271,132,4,240,2
272,267,0,0,0
272,269,5,300,2
272,270,5,300,2
273,125,4,240,2
273,126,4,240,2
273,127,0,0,0
273,129,4,240,2
273,130,4,240,2
273,131,4,240,2
273,132,4,240,2
274,276,0,0,0
275,273,0,0,0
276,278,0,0,0
276,279,3,180,2
276,280,3,180,2
277,275,0,0,0
278,282,0,0,0
279,712,0,0,0
280,714,0,0,0
281,277,0,0,0
281,279,3,180,2
281,280,3,180,2
282,283,0,0,0
282,285,3,180,2
282,286,3,180,2
282,287,3,180,2
282,288,3,180,2
283,214,1,60,2
283,215,0,0,0
283,216,1,60,2
284,281,0,0,0
285,552,0,0,0
286,553,0,0,0
287,556,0,0,0
288,557,0,0,0
289,0,2,120,2
290,292,0,0,0
291,289,0,0,0
292,294,0,0,0
293,291,0,0,0
294,296,0,0,0
295,293,0,0,0
296,298,0,0,0
297,295,0,0,0
298,300,0,0,0
299,297,0,0,0
300,302,0,0,0
301,299,0,0,0
302,304,0,0,0
303,301,0,0,0
304,306,0,0,0
305,303,0,0,0
307,305,0,0,0
308,310,0,0,0
310,312,0,0,0
311,309,0,0,0
312,314,0,0,0
313,311,0,0,0
314,316,0,0,0
315,313,0,0,0
316,318,0,0,0
317,315,0,0,0
318,320,0,0,0
319,317,0,0,0
320,322,0,0,0
320,323,3,180,2
320,324,3,180,2
321,319,0,0,0
322,326,0,0,0
323,724,0,0,0
324,726,0,0,0
325,321,0,0,0
325,323,3,180,2
325,324,3,180,2
326,328,0,0,0
327,325,0,0,0
328,330,0,0,0
329,327,0,0,0
330,332,0,0,0
331,329,0,0,0
332,334,0,0,0
333,331,0,0,0
334,336,0,0,0
335,333,0,0,0
336,338,0,0,0
337,335,0,0,0
338,339,0,0,0
339,125,2,120,2
339,126,2,120,2
339,127,4,240,2
339,128,4,240,2
339,130,0,0,0
339,131,3,180,2
339,132,3,180,2
340,337,0,0,0
341,125,2,120,2
341,126,2,120,2
341,127,4,240,2
341,128,4,240,2
341,129,0,0,0
341,131,3,180,2
341,132,3,180,2
342,267,5,300,2
342,268,5,300,2
342,270,0,0,0
343,267,5,300,2
343,268,5,300,2
343,269,0,0,0
344,346,0,0,0
345,343,0,0,0
346,348,0,0,0
346,349,2,120,2
346,350,2,120,2
347,345,0,0,0
348,352,0,0,0
349,374,0,0,0
350,376,0,0,0
351,347,0,0,0
351,349,2,120,2
351,350,2,120,2
352,354,0,0,0
353,351,0,0,0
354,356,0,0,0
355,353,0,0,0
356,358,0,0,0
357,355,0,0,0
358,360,0,0,0
359,357,0,0,0
360,362,3,180,2
360,363,3,180,2
360,364,3,180,2
360,365,3,180,2
360,366,3,180,2
360,367,3,180,2
361,359,0,0,0
362,435,0,0,0
363,437,0,0,0
364,627,0,0,0
365,628,0,0,0
366,631,0,0,0
367,632,0,0,0
368,137,5,300,2
368,138,5,300,2
368,139,10,600,2
368,141,0,0,0
368,142,3,180,2
369,137,5,300,2
369,138,5,300,2
369,139,10,600,2
369,140,0,0,0
369,142,3,180,2
370,372,0,0,0
371,369,0,0,0
372,373,0,0,0
373,347,2,120,2
373,348,2,120,2
373,350,0,0,0
374,371,0,0,0
375,347,2,120,2
375,348,2,120,2
375,349,0,0,0
376,378,0,0,0
376,379,2,120,2
376,380,2,120,2
377,375,0,0,0
378,382,0,0,0
379,439,0,0,0
380,440,0,0,0
381,377,0,0,0
381,379,2,120,2
381,380,2,120,2
382,384,0,0,0
383,381,0,0,0
384,385,0,0,0
385,251,2,120,2
385,252,2,120,2
385,254,0,0,0
386,383,0,0,0
387,20,10,600,2
387,21,10,600,2
387,22,0,0,0
387,24,3,180,2
387,25,3,180,2
387,26,3,180,2
387,27,3,180,2
388,30,6,360,2
388,31,6,360,2
388,32,0,0,0
389,251,2,120,2
389,252,2,120,2
389,253,0,0,0
390,494,0,0,0
391,109,0,0,0
391,110,5,300,2
391,111,5,300,2
392,393,0,0,0
392,395,3,180,2
393,204,7,420,2
393,205,7,420,2
393,206,7,420,2
393,207,7,420,2
393,209,0,0,0
394,391,0,0,0
395,744,0,0,0
396,204,7,420,2
396,205,7,420,2
396,206,7,420,2
396,207,7,420,2
396,208,0,0,0
397,399,0,0,0
398,396,0,0,0
399,401,0,0,0
400,398,0,0,0
401,403,0,0,0
402,400,0,0,0
403,405,0,0,0
404,402,0,0,0
405,407,0,0,0
406,404,0,0,0
407,409,0,0,0
408,406,0,0,0
409,411,0,0,0
410,408,0,0,0
411,413,0,0,0
412,410,0,0,0
413,415,0,0,0
414,412,0,0,0
415,417,0,0,0
416,414,0,0,0
417,419,0,0,0
418,416,0,0,0
419,421,0,0,0
420,418,0,0,0
421,423,0,0,0
422,420,0,0,0
424,422,0,0,0
425,427,0,0,0
427,429,0,0,0
428,426,0,0,0
429,431,0,0,0
430,428,0,0,0
431,433,0,0,0
432,430,0,0,0
433,434,0,0,0
434,361,3,180,2
434,363,0,0,0
434,364,3,180,2
434,365,3,180,2
434,366,3,180,2
434,367,3,180,2
435,432,0,0,0
436,361,3,180,2
436,362,0,0,0
436,364,3,180,2
436,365,3,180,2
436,366,3,180,2
436,367,3,180,2
437,438,0,0,0
438,377,2,120,2
438,378,2,120,2
438,380,0,0,0
439,436,0,0,0
440,259,1,60,2
440,260,1,60,2
440,262,0,0,0
441,377,2,120,2
441,378,2,120,2
441,379,0,0,0
442,259,1,60,2
442,260,1,60,2
442,261,0,0,0
443,447,0,0,0
443,448,2,120,2
443,449,2,120,2
443,450,2,120,2
443,451,2,120,2
444,488,0,0,0
445,490,0,0,0
446,442,0,0,0
446,444,5,300,2
446,445,5,300,2
447,452,0,0,0
448,564,0,0,0
449,565,0,0,0
450,568,0,0,0
451,569,0,0,0
